101;Cadmium Scarlet;233;69;47;Winsor and Newton - Designers Gouache;A vivid bright red pigment. It is an opaque pigment and has excellent covering abilities. A by-product of the zinc industry, Cadmium was discovered in 1817.;RedIdentifier
102;Cadmium Yellow;255;189;0;Winsor and Newton - Designers Gouache;A strong and deep yellow with a warm red mass tone. It is opaque with excellent tinting properties. Yellow was Vincent Van Gogh's favourite colour and was said to be the colour of “self expression.”  In some of his paintings, he restricted his palette to be composed almost entirely of yellows, as in ‘Sunflowers’.;YellowIdentifier
103;Cerulean Blue;16;117;167;Winsor and Newton - Designers Gouache;Developed in 1805 and entered the English market in the 1860s. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is a bright blue pigment with green undertones. Monet's 'The Gare Saint-Lazare' (1877) is a mixture of cobalt blue, cerulean blue, synthetic ultramarine, emerald green and viridian.;BlueIdentifier
104;Cobalt Blue;33;104;201;Winsor and Newton - Designers Gouache;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
105;Cobalt Turquoise Light;0;166;177;Winsor and Newton - Designers Gouache;A paler, slightly greener colour to its sister Cobalt Turquoise. A careful blend of blue and green pigments, it is a delicate opaque colour. Cobalt Blue and Turquoise were used in Delacroix’s famous ‘Liberty Leading the People’ (1830).;BlueIdentifier
106;Flame Red;210;64;53;Winsor and Newton - Designers Gouache;A warm bright red colour. It is an opaque gouache colour. Red is not only one of the primary colours, it’s also one of the first colours used by artists—dating back to prehistory. ;RedIdentifier
107;Indigo;56;59;88;Winsor and Newton - Designers Gouache;A deep blue pigment that can range from dark black to pale blue. Originally extracted from plants similar to blue woad used by the ancient Britons, it was synthesised in 1878 in Germany. It is one of the oldest blue pigments used universally. It has high tinting strength but may fade rapidly when exposed to strong sunlight. It is best used full strength and protected from ultraviolet light beneath a UV-protecting varnish or glass.;PurpleIdentifier
108;Ivory Black;44;41;43;Winsor and Newton - Designers Gouache;A stable all-round black colour with brown undertones and excellent tinting powers. Its name stems from the traditional method for obtaining it - roasting elephant tusks. Swedish artist Anders Zorn is said to have used only ivory black, titanium white, cadmium red and yellow ochre. This quartet of colours is known as Zorn palette.;BlackIdentifier
109;Jet Black;39;33;35;Winsor and Newton - Designers Gouache;A stable, basic black gouache. It is opaque and lightfast. Artist Simon Bull is known for his use of bright colour and expressive, gestural brushstrokes. In many of his paintings, Bull uses a jet black background to enhance his vibrant subjects.;BlackIdentifier
110;Lamp Black;57;56;60;Winsor and Newton - Designers Gouache;One of the oldest pigments. It is made of pure carbon, originally from the residual soot of burnt oil lamps. It is a black with a bluish tint, producing a variety of cool blue greys.;BlackIdentifier
111;Lemon Yellow;255;234;12;Winsor and Newton - Designers Gouache;Lemon Yellow is a clear bright yellow colour. It is part of the Hansa pigments which were discovered in the early 1900s in Germany by the Hoechst company. The pigment known could consist of barium chromate, strontium chromate, or a mixture of lead chromate with lead sulphate.;YellowIdentifier
112;Light Purple;115;57;152;Winsor and Newton - Designers Gouache;Light Purple is a pale purple colour. It is an opaque gouache colour. Purple is a colour closely associated with the Catholicism, symbolising both high rank and human suffering within the church.;PurpleIdentifier
113;Magenta;119;50;117;Winsor and Newton - Designers Gouache;Magenta is a rich deep violet red colour. It is a transparent pigment. The name Magenta comes from a lake colour named in 1859 after the battle in Magenta, Italy. Used by Mark Rothko in the painting entitled ‘Magenta, Black, Green on Orange’.;PurpleIdentifier
114;Marigold Yellow;255;120;28;Winsor and Newton - Designers Gouache;Marigold Yellow is an orange-yellow gouache. It is a fully permanent, semi-opaque colour similar to shades favoured by Vincent van Gogh.;OrangeIdentifier
115;Naples Yellow Deep;223;154;72;Winsor and Newton - Designers Gouache;Naples Yellow Deep is a warm opaque yellow pigment. Originally its name comes from natural deposits in Mount Vesuvius, Naples. Made artificially since the 15th c, it was part of the Old Masters' palette.;BrownIdentifier
116;Orange Lake Light;237;96;47;Winsor and Newton - Designers Gouache;Orange Lake Light is a light reddish orange colour. It is a semi-opaque lightfast gouache. Similar to shade used by J M Turner in ‘Sun Setting over a Lake’ 1840.;OrangeIdentifier
117;Oxide of Chromium;78;107;82;Winsor and Newton - Designers Gouache;Oxide of Chromium is an opaque willow green pigment. Though discovered in 1809 it was only made available for artists in 1862. Today, it is commonly used for camouflage clothing.;GreenIdentifier
118;Permanent Alizarin Crimson;156;44;60;Winsor and Newton - Designers Gouache;Highly transparent with a blue undertone, Permanent Alizarin Crimson is a vivid red colour. Introduced in 1994, it has been formulated as a highly permanent red pigment.;RedIdentifier
119;Perylene Violet;76;53;66;Winsor and Newton - Designers Gouache;Perylene Violet is a light red pigment. Perylene is a modern synthetic organic pigment and was first available as a dye around 1912 before becoming available as an artist pigment in the late 1950s.;PurpleIdentifier
120;Permanent Rose;157;49;67;Winsor and Newton - Designers Gouache;Permanent Rose is a bright rose violet colour. It is a transparent quinacridone pigment. A popular colour to mix with reds, oranges and yellows to create vibrant floral colours and to allow for subtle shifts in value and tone.;RedIdentifier
121;Perylene Black;59;54;53;Winsor and Newton - Designers Gouache;Perylene Black is a strong black pigment. It has an exquisite green undertone. It can be used straight or for green and blue mixtures.;BlackIdentifier
122;Perylene Maroon;125;54;69;Winsor and Newton - Designers Gouache;Perylene Maroon is a dark maroon pigment. Perylene is a modern synthetic organic pigment and was first available as a dye around 1912 before becoming available as an artist pigment in the late 1950s.;PurpleIdentifier
123;Permanent Yellow Deep;255;179;0;Winsor and Newton - Designers Gouache;Permanent Yellow Deep is a dark warm yellow colour. It is a semi-opaque permanent gouache.;YellowIdentifier
124;Permanent White;255;245;251;Winsor and Newton - Designers Gouache;Permanent White is a strong white colour. Based on Titanium pigments, it is an opaque colour.;WhiteIdentifier
125;Primary Blue;0;128;203;Winsor and Newton - Designers Gouache;Primary Blue is a bright blue gouache colour. It is one of the basic primary colours. It is an opaque colour based on the intense blue phthalocyanine pigment.;BlueIdentifier
126;Primary Red;196;10;73;Winsor and Newton - Designers Gouache;Primary Red is a bright violet red gouache colour. It is one of the basic primary colours and is semi-opaque.;RedIdentifier
127;Primary Yellow;255;222;0;Winsor and Newton - Designers Gouache;Primary Yellow is a bright yellow gouache colour. It is one of the basic primary colours. It is based on the high tinting strength Quinophthalone yellow pigment.;YellowIdentifier
128;Prussian Blue;27;64;111;Winsor and Newton - Designers Gouache;Prussian Blue is a deep blue colour. It was made by German chemist Diesbach around 1704 making it the first synthetic blue pigment. It quickly gained favour as an alternative to genuine Ultramarine. It has very high tinting strength but is only fairly permanent to light and air. It's an Iron-hexacyanoferrate accidentally formed while experimenting with the oxidation of iron.;BlueIdentifier
129;Raw Sienna;191;119;66;Winsor and Newton - Designers Gouache;A bright brown pigment. One of the oldest pigments, it can be found in prehistoric cave art. It is named after Siena, Italy where the pigment was sourced during the Renaissance.;BrownIdentifier
130;Raw Umber;151;112;74;Winsor and Newton - Designers Gouache;A rich brown pigment made by the natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined.;BrownIdentifier
131;Red Ochre;118;61;65;Winsor and Newton - Designers Gouache;Red Ochre is one of the oldest pigments used by man. Originally made from natural iron oxides found in the earth, it is an opaque brownish red pigment. It was often used in Michelangelo's drawings.;RedIdentifier
132;Rose Tyrien;171;0;106;Winsor and Newton - Designers Gouache;Rose Tyrien is a strong purple-rose colour. It is a semi-opaque colour and its name Tyrien stems from the dye worn by the Roman Caesar;PinkIdentifier
133;Spectrum Red;173;60;65;Winsor and Newton - Designers Gouache;Spectrum Red is a strong red gouache colour. It is one of the basic primary colours and is an opaque pigment.;RedIdentifier
134;Spectrum Violet;81;51;161;Winsor and Newton - Designers Gouache;Spectrum Violet is a deep purple-blue colour. It is an opaque pigment. The colour violet only became common in modern art with the rise of the French Impressionists because pigments were not previously available or were too expensive.;PurpleIdentifier
135;Ultramarine;49;52;174;Winsor and Newton - Designers Gouache;Ultramarine is a rich transparent blue. It was created by French chemist Guimet in 1828 as a synthetic but chemically identical alternative to the expensive pigment derived from Lapis Lazuli. The pigment was considered more precious than gold. For centuries, the lone source of ultramarine was an arid strip of mountains in northern Afghanistan. Because of its prohibitive costs, the colour was traditionally restricted to the raiment of Christ or the Virgin Mary.;BlueIdentifier
136;Ultramarine Green Shade;58;109;218;Winsor and Newton - Designers Gouache;Ultramarine (Green Shade) is a rich deep transparent blue with green undertones, differing from the red undertones of French Ultramarine. French chemist Guimet created synthetic Ultramarine in 1828.;BlueIdentifier
137;Viridian;49;65;65;Winsor and Newton - Designers Gouache;Viridian is a transparent emerald green colour. Named after the Latin for green 'viridis', it was first made in Paris by colourist Binet in 1838 as a replacement for the deadly Emerald Green. Its excellent permanence and lack of toxicity could replace all other greens, both ancient and modern. Monet’s ‘La Gare Saint-Lazare’ (1877) is a mixture of cobalt blue, cerulean blue, synthetic ultramarine, emerald green and viridian.;GreenIdentifier
138;Winsor Blue;62;50;87;Winsor and Newton - Designers Gouache;Winsor Blue is a deep intense blue which when undiluted, forms an inky blue-black. It is made from the modern pigment Phthalocyanine which was introduced in the 1930s.;BlueIdentifier
139;Winsor Green;30;83;74;Winsor and Newton - Designers Gouache;Winsor Green is a brilliant transparent green pigment with a blue undertone. It is made from the modern pigment Phthalocyanine which was introduced in 1930s.;GreenIdentifier
140;Winsor Violet (Dioxazine);86;61;124;Winsor and Newton - Designers Gouache;Winsor Violet (Dioxazine) is a vivid mid-shade purple pigment. When undiluted, it can be used as a deep black. It is a transparent coal tar pigment.;PurpleIdentifier
141;Yellow Ochre;209;148;75;Winsor and Newton - Designers Gouache;Yellow Ochre is a warm yellow colour. Originally made from natural iron oxides found in earth, it is one of the oldest pigments used by mankind. A synthetic version became available in the 1920s. Ideal for mixing with other mineral pigments for sensitive greens or the subtle warming of flesh tones without adding shadow.;YellowIdentifier
142;Zinc White;246;238;242;Winsor and Newton - Designers Gouache;Zinc white has a much colder, cleaner, whiter masstone than the best grades of lead white or titanium white.;WhiteIdentifier
143;Alizarin Crimson;154;44;67;Gamblin Conservation Colors;A synthetic lake pigment from the Madder plant, it was the first natural dye to be synthesised in 1868. It is a deep transparent red with a blueish undertone. Alizarin crimson paint was a favourite of television presenter Bob Ross and was used frequently on his popular and long-running show, ‘The Joy of Painting’.;RedIdentifier
144;Cadmium Lemon;255;229;46;Gamblin Conservation Colors;A cool yellow colour, Cadmium Lemon is a single pigment colour with excellent tinting abilities. Cadmium was discovered in 1817. Its stable opaque colours have made it a popular pigment ever since. Paul Gauguin painted ‘Breton Woman in Prayer’ in 1894 with a yellow lemon dress.;YellowIdentifier
145;Grumbacher Red;216;24;0;Grumbacher Academy Acrylic;Similar to Cadmium Red Medium in mass tone, this napthol red is more transparent, bright, and slightly blue. Perfect for high key painting due to the bright oranges and pinks it can create.;RedIdentifier
146;Cadmium Red Medium;221;30;1;Grumbacher Academy Acrylic;Incredibly rich and opaque, this gorgeous red is a pure genuine Cadmium Red, warm, but also deeper in value, with an intensely captivating mass tone and softly warm tints. On the traditional colour wheel, it is considered to be a 'true red', close to vermilion. It is also considered a modern day replacement for vermilion, but it is more saturated (higher chroma) than genuine vermilion.;RedIdentifier
147;Cadmium Red Light;255;59;1;Grumbacher Academy Acrylic;An intense red colour with orange undertones. It is an opaque single pigment colour with excellent tinting properties. The Zorn palette refers to a palette of colours attributed to the great Swedish artist, Anders Zorn (18 February 1860 – 22 August 1920). It consists of just 4 colours being yellow ochre, ivory black, vermilion and titanium white. Cadmium red light is commonly used in place of vermilion by modern day artists.;RedIdentifier
148;Cadmium Orange;255;115;0;Grumbacher Academy Acrylic;An opaque orange single pigment colour with high tinting strength and good covering abilities. ‘The Scream’ by Edvard Munch depicts a human figure whose face is distorted by an expression of overwhelming terror and anxiety - the landscape behind the figure consists of a fiery Cadmium Orange sky above a bleak body of water.;OrangeIdentifier
149;Yellow Ochre Light Hue;167;126;0;Grumbacher Academy Acrylic;Yellow Ochre is a warm yellow colour. Originally made from natural iron oxides found in earth, it is one of the oldest pigments used by mankind. A synthetic version became available in the 1920s. Ideal for mixing with other mineral pigments for sensitive greens or the subtle warming of flesh tones without adding shadow.;YellowIdentifier
150;Cadmium Yellow Medium;255;224;28;Grumbacher Academy Acrylic;The range of cadmium pigments, yellow, orange and red are basically cadmium yellow (cadmium sulfide) with some selenium added in place of sulfur (cadmium selenide). Monet used this colour extensively.;YellowIdentifier
151;Cadmium Yellow Light;246;227;1;Grumbacher Academy Acrylic;A single pigment colour. It is an opaque, bright yellow with excellent tinting properties. Many of Monet’s Water Lilies series of paintings utilise Cadmium Yellow Light.;YellowIdentifier
152;Hookers Green Hue;0;46;33;Grumbacher Academy Acrylic;A rich green colour with a yellow tint. A mixed pigment colour, it was originally created by 19th c English botanist illustrator William J Hooker, a botanical illustrator working for the Royal Horticultural Society who needed a dark green colour for painting the many dark green leaves he had to paint. ;GreenIdentifier
153;Phthalo Yellow Green;125;189;53;Grumbacher Academy Acrylic;A brilliant Lime Green tone with a Yellow undertone that is ideal for use in landscapes and non-objective painting and an essential for low key painters.;GreenIdentifier
154;Phthalo Blue;27;2;59;Grumbacher Academy Acrylic;Phthalo Blue is a deep intense blue which when undiluted, forms an inky blue-black. It is made from the modern pigment Phthalocyanine which was introduced in the 1930s.;BlueIdentifier
155;Ultramarine Blue;22;24;85;Grumbacher Academy Acrylic;Ultramarine is a rich transparent blue. It was created by French chemist Guimet in 1828 as a synthetic but chemically identical alternative to the expensive pigment derived from Lapis Lazuli. The pigment was considered more precious than gold. For centuries, the lone source of ultramarine was an arid strip of mountains in northern Afghanistan. Because of its prohibitive costs, the colour was traditionally restricted to the raiment of Christ or the Virgin Mary.;BlueIdentifier
156;Cerulean Blue Hue;22;101;178;Grumbacher Academy Acrylic;Developed in 1805 and entered the English market in the 1860s. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is a bright blue pigment with green undertones. Monet's 'The Gare Saint-Lazare' (1877) is a mixture of cobalt blue, cerulean blue, synthetic ultramarine, emerald green and viridian.;BlueIdentifier
157;Cobalt Blue Hue;33;83;208;Grumbacher Academy Acrylic;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
158;Thio Violet;105;36;74;Grumbacher Academy Acrylic;A deep Magenta masstone with a definite Red undertone. Mixes cleanly to make a wide range of Violet tints and shades. Great for florals and sunsets. The colour violet only became common in modern art with the rise of the French Impressionists because pigments were not previously available or were too expensive.;PurpleIdentifier
159;Mars Black Hue;3;3;3;Grumbacher Academy Acrylic;A heavy opaque pigment, it is a dense black colour with a brown undertone. It is made from mineral iron oxide and was therefore named after the alchemical name for iron - Mars.;BlackIdentifier
160;Dioxazine Purple;24;15;78;Grumbacher Academy Acrylic;A vivid mid-shade purple pigment. When undiluted, it can be used as a deep black. It is made from a transparent coal tar pigment. It is the perfect starting point for Impressionistic colours whether mixed with Ultramarine Blue for bluer violets or with Magenta Quin Violet for warmer violets, or perhaps just used from the tube for deep dark purples.;PurpleIdentifier
161;Paynes Gray;23;27;28;Grumbacher Academy Acrylic;Payne's Gray is a dark blue grey made from a mixture of Ultramarine, Mars Black and sometimes Crimson. It was named after the 18th c. water-colourist William Payne who created the mixture and often recommended it to his students as an alternative to plain black.;GreyIdentifier
162;Raw Umber;71;60;42;Grumbacher Academy Acrylic;A rich brown pigment made by the natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined.;BrownIdentifier
163;Burnt Umber;52;19;2;Grumbacher Academy Acrylic;A rich dark brown pigment, it is made from natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined. Burning the raw pigment intensifies its colour. The use of umber by artists dates back to our earliest image-making ancestors who smeared soil on cave walls as a suitable approximation for the auburn fur of beasts.;BrownIdentifier
164;Burnt Sienna;120;53;0;Grumbacher Academy Acrylic;Burnt Sienna is a rich brown pigment made by burning Raw Sienna. Named after Siena in Italy, where the pigment was sourced during the Renaissance, it is a transparent pigment with red-brown tones. It is one of the most useful colours in the palette. Mixed with Ultramarine it creates a warm Indigo, burnt umber hues, lovely greys, stormy sky colours, shadow colours and so on. With a yellow it creates raw sienna hues. With a phthalo blue it creates cool greys and browns. With a crimson it creates earthy indian reds and burnt reds...and so on. Alone, it creates a perfect skin tone.;BrownIdentifier
165;Raw Sienna;179;117;18;Grumbacher Academy Acrylic;A bright brown pigment. One of the oldest pigments, it can be found in prehistoric cave art. It is named after Siena, Italy where the pigment was sourced during the Renaissance.;BrownIdentifier
166;Alizarin Crimson;118;18;28;Grumbacher Academy Acrylic;A synthetic lake pigment from the Madder plant, it was the first natural dye to be synthesised in 1868. It is a deep transparent red with a blueish undertone. Alizarin crimson paint was a favourite of television presenter Bob Ross and was used frequently on his popular and long-running show, ‘The Joy of Painting’.;RedIdentifier
167;Phthalo Green Blue Shade;3;167;127;Grumbacher Academy Acrylic;A brilliant transparent green pigment with a blue undertone. Invaluable for mixing. Add a cool or mid yellow for bright spring-greens, add a warm yellow for wonderful Sap greens. Add a crimson for the most amazing range of plum, aubergine, deep green and black hues. Add burnt sienna for pine greens. Add a blue for turquoise hues.;GreenIdentifier
168;Venetian Red;145;41;28;Blickrylic Student Acrylic;Venetian Red is an opaque deep red colour. An earth pigment, it was called Venetian Red after the quarry near Venice where the painter Titian sourced his earth reds.;RedIdentifier
169;Bright Red;181;30;19;Blickrylic Student Acrylic;A vivid red colour. Transparent, it is based on pyrrole, a pigment known for creating the iconic Ferrari red.;RedIdentifier
170;Fluorescent Green;18;253;0;Blickrylic Student Acrylic;An extremely bright green hue that takes after its close colour wheel neighbour, lime green. ... pairs well with pinks that fall in the red violet range in the colour wheel. It is better suited as an accent because of its intense vibrancy.;GreenIdentifier
171;Violet Color;91;35;160;Blickrylic Student Acrylic;Violet is a deep purple-blue colour. It is an opaque pigment. The colour violet only became common in modern art with the rise of the French Impressionists because pigments were not previously available or were too expensive.;PurpleIdentifier
172;Metallic Brass;139;126;73;Blickrylic Student Acrylic;The use of metallic finishes in art has a long and esteemed history that began with a technique known as gilding. The ancient Egyptians and Greeks used this process to add metallic lustre to their artworks and to emphasise particular features. ;GoldIdentifier
173;Metallic Silver;99;106;112;Blickrylic Student Acrylic;The use of metallic finishes in art has a long and esteemed history that began with a technique known as gilding. The ancient Egyptians and Greeks used this process to add metallic lustre to their artworks and to emphasise particular features. ;SilverIdentifier
174;Metallic Soft Gold;161;126;70;Blickrylic Student Acrylic;The use of metallic finishes in art has a long and esteemed history that began with a technique known as gilding. The ancient Egyptians and Greeks used this process to add metallic lustre to their artworks and to emphasise particular features. ;GoldIdentifier
175;Blockout White;248;248;248;Blickrylic Student Acrylic;A a clean white pigment. It is the most opaque white. If you use a white that isn’t opaque enough it can cause troubles when you’re trying to block out different areas of your painting.;WhiteIdentifier
176;Lemon Yellow;255;238;1;Winsor and Newton Professional Acrylic;Lemon Yellow is a clear bright yellow colour. It is part of the Hansa pigments which were discovered in the early 1900s in Germany by the Hoechst company. The pigment known could consist of barium chromate, strontium chromate, or a mixture of lead chromate with lead sulphate.;YellowIdentifier
177;Cadmium Lemon;255;241;22;Winsor and Newton Professional Acrylic;A cool yellow colour, Cadmium Lemon is a single pigment colour with excellent tinting abilities. Cadmium was discovered in 1817. Its stable opaque colours have made it a popular pigment ever since. Paul Gauguin painted ‘Breton Woman in Prayer’ in 1894 with a yellow lemon dress.;YellowIdentifier
178;Bismuth Yellow;255;241;22;Winsor and Newton Professional Acrylic;A a bright opaque lemon yellow with excellent covering properties. Originally patented in 1924 by the pharmaceutical industry, it has been used by artists since the 1980s.  It is a beautiful cool light yellow very similar to Cadmium Yellow Light and has the same uses for the artist.;YellowIdentifier
179;Cadmium Yellow Light;255;234;34;Winsor and Newton Professional Acrylic;A single pigment colour. It is an opaque, bright yellow with excellent tinting properties. Many of Monet’s Water Lilies series of paintings utilise Cadmium Yellow Light.;YellowIdentifier
180;Nickel Azo Yellow;253;188;18;Winsor and Newton Professional Acrylic;Nickel Azo Yellow is a dark yellow colour. It is an opaque acrylic. It washes out to a lighter almost lemon yellow but has a deeper, slightly dirty masstone.;YellowIdentifier
181;Azo Yellow Medium;254;212;29;Winsor and Newton Professional Acrylic;A warm yellow colour. It is a semi-transparent acrylic. The pigment was originally developed by the German Hoechst company in the early 1900s. Yellow was Vincent Van Gogh's favourite colour and was said to be the colour of “self expression.”  In some of his paintings, he restricted his palette to be composed almost entirely of yellows, as in ‘Sunflowers’.;YellowIdentifier
182;Cadmium Yellow Medium;254;203;23;Winsor and Newton Professional Acrylic;The range of cadmium pigments, yellow, orange and red are basically cadmium yellow (cadmium sulfide) with some selenium added in place of sulfur (cadmium selenide). Monet used this colour extensively.;YellowIdentifier
183;Cadmium Yellow Deep;253;186;36;Winsor and Newton Professional Acrylic;Extra rich and fully opaque, Cadmium Yellow Deep is a vibrant light orange with luminous golden yellow tints. It has a masstone of vivid orangey yellow, with an undertone displaying a rich orangey yellow. A strong opaque deep yellow which is sensitive to moisture and should not be used outdoors. Yellow was Vincent Van Gogh's favourite colour and was said to be the colour of “self expression.”  In some of his paintings, he restricted his palette to be composed almost entirely of yellows, as in ‘Sunflowers’.;YellowIdentifier
184;Azo Yellow Deep;253;192;17;Winsor and Newton Professional Acrylic;A warm yellow colour with a reddish tint. It is a semi-transparent acrylic. The pigment was originally developed by the German Hoechst company in the early 1900s. Yellow was Vincent Van Gogh's favourite colour and was said to be the colour of “self expression.”  In some of his paintings, he restricted his palette to be composed almost entirely of yellows, as in ‘Sunflowers’.;YellowIdentifier
185;Cadmium Orange;244;123;73;Winsor and Newton Professional Acrylic;An opaque orange single pigment colour with high tinting strength and good covering abilities. ‘The Scream’ by Edvard Munch depicts a human figure whose face is distorted by an expression of overwhelming terror and anxiety - the landscape behind the figure consists of a fiery Cadmium Orange sky above a bleak body of water.;OrangeIdentifier
186;Pyrrole Orange;241;84;36;Winsor and Newton Professional Acrylic;A bright warm orange, Pyrrole orange is a semi-transparent colour. A single pigment colour, Pyrrole Orange is a clean mid-orange which mixes well with other colours.;OrangeIdentifier
187;Cadmium Red Light;236;80;78;Winsor and Newton Professional Acrylic;An intense red colour with orange undertones. It is an opaque single pigment colour with excellent tinting properties. The Zorn palette refers to a palette of colours attributed to the great Swedish artist, Anders Zorn (18 February 1860 – 22 August 1920). It consists of just 4 colours being yellow ochre, ivory black, vermilion and titanium white. Cadmium red light is commonly used in place of vermilion by modern day artists.;RedIdentifier
188;Quinacridone Magenta;129;23;49;Winsor and Newton Professional Acrylic;Quinacridone Magenta is a rich deep violet-red colour. It is based on the Quinacridone pigment. The name Magenta comes from a lake colour named in 1859 after the battle in Magenta, Italy.;PurpleIdentifier
189;Perylene Violet;103;43;59;Winsor and Newton Professional Acrylic;Perylene Violet is a light red pigment. Perylene is a modern synthetic organic pigment and was first available as a dye around 1912 before becoming available as an artist pigment in the late 1950s.;PurpleIdentifier
190;Dioxazine Purple;107;67;142;Winsor and Newton Professional Acrylic;A vivid mid-shade purple pigment. When undiluted, it can be used as a deep black. It is made from a transparent coal tar pigment. It is the perfect starting point for Impressionistic colours whether mixed with Ultramarine Blue for bluer violets or with Magenta Quin Violet  for warmer violets, or perhaps just used from the tube for deep dark purples.;PurpleIdentifier
191;Ultramarine Violet;98;43;131;Winsor and Newton Professional Acrylic;Ultramarine Violet is a rich purple colour. It is a derivation of French Ultramarine, a synthetic pigment created in 1828 by French chemist Guimet as an alternative to genuine Ultramarine. The colour violet only became common in modern art with the rise of the French Impressionists because pigments were not previously available or were too expensive.;PurpleIdentifier
192;Indanthrene Blue;59;50;90;Winsor and Newton Professional Acrylic;A clean deep blue pigment. It is fully lightfast and is a transparent colour. It is a modern organic pigment. Similar to indigo but does not fade as much.;PurpleIdentifier
193;Ultramarine Blue;12;111;184;Winsor and Newton Professional Acrylic;Ultramarine is a rich transparent blue. It was created by French chemist Guimet in 1828 as a synthetic but chemically identical alternative to the expensive pigment derived from Lapis Lazuli. The pigment was considered more precious than gold. For centuries, the lone source of ultramarine was an arid strip of mountains in northern Afghanistan. Because of its prohibitive costs, the color was traditionally restricted to the raiment of Christ or the Virgin Mary.;BlueIdentifier
194;Cobalt Blue Deep;23;125;194;Winsor and Newton Professional Acrylic;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
195;Cobalt Blue;29;138;203;Winsor and Newton Professional Acrylic;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
196;Phthalo Blue (Red Shade);10;105;177;Winsor and Newton Professional Acrylic;Phthalo Blue (Red Shade) is a deep intense blue with a red undertone. It is made from the modern pigment Phthalocyanine which was introduced in the 1930s.;BlueIdentifier
197;Phthalo Blue (Green Shade);0;159;222;Winsor and Newton Professional Acrylic;Phthalo Blue (Green Shade) is a deep intense blue with a green undertone. It is made from the modern pigment Phthalocyanine which was introduced in the 1930s.;BlueIdentifier
198;Cerulean Blue;59;113;156;Winsor and Newton Professional Acrylic;Developed in 1805 and entered the English market in the 1860s. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is a bright blue pigment with green undertones. Monet's 'The Gare Saint-Lazare' (1877) is a mixture of cobalt blue, cerulean blue, synthetic ultramarine, emerald green and viridian.;BlueIdentifier
199;Cerulean Blue Chromium;19;67;111;Winsor and Newton Professional Acrylic;Developed in 1805 and entered the English market in the 1860s. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is a bright blue pigment with green undertones. Monet's 'The Gare Saint-Lazare' (1877) is a mixture of cobalt blue, cerulean blue, synthetic ultramarine, emerald green and viridian.;BlueIdentifier
200;Olive Green;154;115;43;Winsor and Newton Professional Acrylic;Olive green is a soft, brownish-green colour named after the tones of natural green olives. Useful in many landscape and floral paintings when combined with other colours.;BrownIdentifier
201;Green Gold;190;151;49;Winsor and Newton Professional Acrylic;A transparent acrylic colour. It is a rich gold yellow colour with green undertones. A useful colour for floral paintings. While the colour green evokes nature and renewal, its pigments have been some of the most poisonous in history. ;GoldIdentifier
202;Buff Titanium;248;204;148;Winsor and Newton Professional Acrylic;A warm opaque white colour with strong brown undertones. Popular in portrait painting to create a realistic skin tone when combined with Burnt Sienna and Potters Pink.;WhiteIdentifier
203;Naples Yellow;254;202;121;Winsor and Newton Professional Acrylic;Naples Yellow is an opaque pinkish-yellow pigment. Originally a lead antimonite pigment, it can be found in Babylon tiles dating 5th c BC. Its name comes from natural deposits found in Mount Vesuvius, Naples. Used by the Old Masters, it has been made artificially since the 15th c. The Babylonians used it on ceramics.;YellowIdentifier
204;Naples Yellow Deep;251;180;84;Winsor and Newton Professional Acrylic;Naples Yellow Deep is a warm opaque yellow pigment. Originally its name comes from natural deposits in Mount Vesuvius, Naples. Made artificially since the 15th c, it was part of the Old Masters' palette.;YellowIdentifier
